Size  Insertion  Quick
488    0    0    
489    0    0    
490    0    0    
491    0    0    
492    0    0    
493    0    0    
494    0    0    
495    0    0    
496    0    0    
497    0    0    
498    0    0    
499    0    0    
500    0    0    
501    0    0    
502    0    0    
503    0    0    
504    0    0    
505    0    0    
506    0    0    
507    0    0    
508    0    0    
509    0    0    
510    0    0    
511    0    0    
512    0    0    
513    0    0    
514    0    0    
515    0    0    
516    0    0    
517    0    0    
518    0    0    
519    0    0    
520    0    0    
521    0    0    
522    0    0    
523    0    0    
524    0    0    
525    0    0    
526    0    0    
527    0    0    
528    0    0    
529    0    0    
530    0    0    
531    16000    0    
532    0    0    
533    0    0    
534    0    0    
535    0    0    
536    0    0    
537    0    0    
538    0    0    
539    0    0    
540    0    0    
541    0    0    
542    0    0    
543    0    0    
544    0    0    
545    0    0    
546    0    0    
547    0    0    
548    16000    0    
549    0    0    
550    0    0    
551    0    0    
552    0    0    
553    0    0    
554    0    0    
555    0    0    
556    0    0    
557    0    0    
558    0    0    
559    0    16000    
560    0    0    
561    0    0    
562    0    0    
563    0    0    
564    0    0    
565    0    0    
566    0    0    
567    0    0    
568    0    0    
569    0    0    
570    0    0    
571    0    0    
572    0    0    
573    0    0    
574    0    0    
575    0    0    
576    0    0    
577    0    0    
578    0    0    
579    0    0    
580    15000    0    
581    0    0    
582    0    0    
583    0    0    
584    0    0    
585    0    0    
586    0    0    
587    0    0    
588    0    0    
589    0    0    
590    0    0    
591    0    0    
592    0    0    
593    0    0    
594    0    0    
595    0    0    
596    0    0    
597    0    0    
598    0    0    
599    0    0    
600    0    0    
601    0    0    
602    0    0    
603    0    0    
604    0    0    
605    0    0    
606    0    0    
607    0    0    
608    0    0    
609    0    16000    
610    0    0    
611    0    0    
612    0    0    
613    0    0    
614    0    0    
615    0    0    
616    0    0    
617    0    0    
618    0    0    
619    0    0    
620    0    0    
621    0    0    
622    0    0    
623    0    0    
624    0    0    
625    0    0    
626    0    0    
627    16000    0    
628    0    0    
629    0    0    
630    0    0    
631    0    0    
632    0    0    
633    0    0    
634    0    0    
635    0    0    
636    0    0    
637    0    0    
638    0    0    
639    0    0    
640    0    0    
641    0    0    
642    0    0    
643    0    0    
644    16000    0    
645    0    0    
646    0    0    
647    0    0    
648    0    0    
649    0    0    
650    0    0    
651    0    0    
652    0    0    
653    0    0    
654    0    0    
655    0    0    
656    0    0    
657    0    0    
658    0    0    
659    0    0    
660    0    0    
661    0    0    
662    0    0    
663    0    0    
664    0    0    
665    15000    0    
666    0    0    
667    0    0    
668    0    0    
669    16000    0    
670    0    0    
671    0    0    
672    0    0    
673    15000    0    
674    0    0    
675    0    0    
676    0    0    
677    0    0    
678    0    0    
679    0    0    
680    0    0    
681    0    0    
682    0    0    
683    0    0    
684    0    0    
685    0    0    
686    0    0    
687    0    0    
688    16000    0    
689    0    0    
690    0    0    
691    0    0    
692    16000    0    
693    0    0    
694    0    0    
695    0    0    
696    0    0    
697    0    0    
698    0    0    
699    0    0    
700    0    0    
701    0    0    
702    0    0    
703    15000    0    
704    0    0    
705    0    0    
706    0    0    
707    0    0    
708    0    0    
709    0    0    
710    16000    0    
711    0    0    
712    0    0    
713    0    0    
714    0    0    
715    0    0    
716    0    0    
717    0    0    
718    0    0    
719    0    0    
720    0    0    
721    0    0    
722    0    0    
723    0    0    
724    0    0    
725    0    0    
726    0    0    
727    0    0    
728    0    0    
729    0    0    
730    15000    0    
731    0    0    
732    0    0    
733    16000    0    
734    0    0    
735    0    0    
736    0    0    
737    0    0    
738    0    0    
739    0    0    
740    0    0    
741    0    0    
742    0    16000    
743    0    0    
744    0    0    
745    0    0    
746    0    0    
747    0    0    
748    15001    0    
749    0    0    
750    0    0    
751    16000    0    
752    0    0    
753    0    0    
754    0    0    
755    0    0    
756    0    0    
757    0    0    
758    0    0    
759    0    0    
760    0    0    
761    0    0    
762    0    0    
763    0    0    
764    0    0    
765    0    0    
766    0    0    
767    0    0    
768    0    0    
769    0    0    
770    0    0    
771    0    0    
772    0    0    
773    0    0    
774    0    0    
775    0    0    
776    0    0    
777    0    0    
778    0    0    
779    0    0    
780    0    0    
781    0    0    
782    0    0    
783    0    0    
784    0    0    
785    0    0    
786    0    0    
787    15001    0    
788    0    0    
789    0    0    
790    0    0    
791    0    0    
792    0    0    
793    0    0    
794    0    0    
795    0    0    
796    0    0    
797    0    0    
798    0    0    
799    0    0    
800    0    0    
801    15000    0    
802    0    0    
803    0    0    
804    0    0    
805    0    0    
806    0    0    
807    0    0    
808    0    0    
809    0    0    
810    0    0    
811    0    0    
812    16000    0    
813    0    0    
814    0    0    
815    0    0    
816    0    0    
817    0    0    
818    0    0    
819    0    0    
820    16001    0    
821    0    0    
822    0    0    
823    0    0    
824    0    0    
825    16000    0    
826    0    0    
827    0    0    
828    0    0    
829    0    0    
830    15000    0    
831    0    0    
832    0    0    
833    0    0    
834    0    0    
835    16000    0    
836    0    0    
837    0    0    
838    0    0    
839    0    0    
840    0    16000    
841    0    0    
842    0    0    
843    0    0    
844    0    0    
845    0    0    
846    0    0    
847    0    0    
848    0    0    
849    0    0    
850    0    0    
851    0    0    
852    0    0    
853    0    0    
854    0    0    
855    16000    0    
856    0    0    
857    0    0    
858    0    0    
859    0    0    
860    16000    0    
861    0    0    
862    0    0    
863    0    0    
864    0    0    
865    0    0    
866    0    0    
867    16000    0    
868    0    0    
869    0    0    
870    0    0    
871    0    0    
872    16000    0    
873    0    0    
874    0    0    
875    0    0    
876    0    0    
877    0    0    
878    0    0    
879    16000    0    
880    0    0    
881    15000    0    
882    0    0    
883    0    0    
884    0    0    
885    0    0    
886    0    0    
887    0    0    
888    15000    0    
889    0    0    
890    0    0    
891    0    0    
892    0    0    
893    0    0    
894    0    0    
895    15000    0    
896    0    0    
897    16001    0    
898    0    0    
899    0    0    
900    0    0    
901    0    0    
902    0    0    
903    0    0    
904    16000    0    
905    0    0    
906    15000    0    
907    0    0    
908    0    0    
909    0    0    
910    0    0    
911    0    0    
912    0    0    
913    0    0    
914    0    0    
915    0    0    
916    0    0    
917    0    0    
918    0    0    
919    16000    0    
920    0    0    
921    16000    0    
922    0    0    
923    0    0    
924    0    0    
925    0    0    
926    0    0    
927    0    0    
928    0    0    
929    0    0    
930    0    0    
931    0    0    
932    0    0    
933    0    0    
934    0    0    
935    0    0    
936    0    0    
937    0    0    
938    0    0    
939    0    0    
940    0    0    
941    0    0    
942    0    0    
943    0    0    
944    0    0    
945    0    0    
946    0    0    
947    0    0    
948    0    0    
949    0    0    
950    0    0    
951    0    0    
952    0    0    
953    0    0    
954    0    0    
955    0    0    
956    0    0    
957    0    0    
958    0    0    
959    0    0    
960    0    0    
961    0    0    
962    0    0    
963    0    0    
964    0    0    
965    0    0    
966    0    0    
967    0    0    
968    0    0    
969    0    0    
970    0    0    
971    15000    0    
972    0    0    
973    16000    0    
974    0    0    
975    16000    0    
976    0    0    
977    0    0    
978    0    0    
979    0    0    
980    15000    0    
981    0    0    
982    0    0    
983    0    0    
984    0    0    
985    0    0    
986    0    0    
987    0    0    
988    0    0    
989    0    0    
990    0    0    
991    15000    0    
992    0    0    
993    16000    0    
994    0    0    
995    15000    0    
996    0    0    
997    0    0    
998    0    0    
999    0    0    
1000    15001    0    
Size  Insertion  Quick
1000    0    0    
1001    15000    0    
1002    0    0    
1003    0    0    
1004    0    0    
1005    0    0    
1006    15000    0    
1007    0    0    
1008    0    0    
1009    0    0    
1010    0    0    
1011    0    0    
1012    0    0    
1013    0    0    
1014    0    0    
1015    0    0    
1016    16000    0    
1017    0    0    
1018    0    0    
1019    0    0    
1020    0    0    
1021    16000    0    
1022    0    0    
1023    0    0    
1024    0    0    
1025    0    0    
1026    0    16000    
1027    0    0    
1028    0    0    
1029    0    0    
1030    0    0    
1031    16000    0    
1032    0    0    
1033    0    0    
1034    0    0    
1035    0    0    
1036    15000    0    
1037    0    0    
1038    0    0    
1039    0    0    
1040    0    0    
1041    15000    0    
1042    0    0    
1043    0    0    
1044    0    16000    
1045    0    0    
1046    0    0    
1047    0    0    
1048    0    0    
1049    15000    0    
1050    0    0    
1051    0    0    
1052    16000    0    
1053    0    0    
1054    0    0    
1055    16000    0    
1056    0    0    
1057    0    0    
1058    15000    0    
1059    0    0    
1060    0    0    
1061    0    0    
1062    0    0    
1063    0    0    
1064    0    0    
1065    0    0    
1066    0    0    
1067    0    0    
1068    0    0    
1069    16000    0    
1070    0    0    
1071    0    0    
1072    16000    0    
1073    0    0    
1074    0    0    
1075    16000    0    
1076    0    0    
1077    0    0    
1078    15000    0    
1079    0    0    
1080    0    0    
1081    16000    0    
1082    0    0    
1083    0    0    
1084    16000    0    
1085    0    0    
1086    0    0    
1087    16000    0    
1088    0    0    
1089    0    0    
1090    15000    0    
1091    0    0    
1092    0    0    
1093    0    0    
1094    0    0    
1095    0    0    
1096    0    0    
1097    0    15000    
1098    0    0    
1099    0    0    
1100    16000    0    
1101    0    0    
1102    0    0    
1103    16000    0    
1104    0    0    
1105    0    0    
1106    15000    0    
1107    0    0    
1108    0    0    
1109    0    0    
1110    0    16000    
1111    0    0    
1112    0    0    
1113    14999    0    
1114    0    0    
1115    0    0    
1116    16000    0    
1117    0    0    
1118    0    0    
1119    0    0    
1120    0    0    
1121    0    0    
1122    0    0    
1123    16000    0    
1124    0    0    
1125    0    0    
1126    0    0    
1127    16000    0    
1128    0    0    
1129    0    0    
1130    0    0    
1131    0    0    
1132    0    0    
1133    0    0    
1134    16000    0    
1135    0    0    
1136    0    0    
1137    0    0    
1138    0    0    
1139    0    0    
1140    0    0    
1141    16000    0    
1142    0    0    
1143    0    0    
1144    0    0    
1145    16000    0    
1146    0    0    
1147    0    0    
1148    0    0    
1149    0    16000    
1150    0    0    
1151    0    0    
1152    16000    0    
1153    0    0    
1154    0    0    
1155    0    0    
1156    16000    0    
1157    0    0    
1158    0    0    
1159    0    0    
1160    16000    0    
1161    0    0    
1162    0    0    
1163    0    0    
1164    15000    0    
1165    0    0    
1166    0    0    
1167    0    0    
1168    15000    0    
1169    0    0    
1170    0    0    
1171    0    0    
1172    15000    0    
1173    0    0    
1174    0    0    
1175    0    0    
1176    16000    0    
1177    16000    0    
1178    0    0    
1179    0    0    
1180    0    0    
1181    0    0    
1182    15000    0    
1183    0    0    
1184    0    0    
1185    0    0    
1186    0    0    
1187    16000    0    
1188    0    0    
1189    0    0    
1190    0    0    
1191    0    0    
1192    15000    0    
1193    16000    0    
1194    0    0    
1195    0    0    
1196    0    0    
1197    0    0    
1198    14999    0    
1199    0    0    
1200    0    0    
1201    0    0    
1202    0    0    
1203    16000    0    
1204    0    15000    
1205    0    0    
1206    0    0    
1207    0    0    
1208    0    0    
1209    16000    0    
1210    0    16000    
1211    0    0    
1212    0    0    
1213    0    0    
1214    0    0    
1215    0    0    
1216    0    0    
1217    15000    0    
1218    0    0    
1219    0    0    
1220    0    0    
1221    0    0    
1222    16000    0    
1223    15000    0    
1224    0    0    
1225    0    0    
1226    0    0    
1227    0    0    
1228    0    0    
1229    0    0    
1230    15000    0    
1231    16000    0    
1232    0    0    
1233    0    0    
1234    0    0    
1235    0    0    
1236    14999    0    
1237    16000    0    
1238    16000    0    
1239    15000    0    
1240    0    0    
1241    0    0    
1242    0    0    
1243    0    0    
1244    0    0    
1245    15000    0    
1246    16000    0    
1247    16000    0    
1248    0    0    
1249    0    0    
1250    0    0    
1251    0    0    
1252    0    0    
1253    16000    0    
1254    15000    0    
1255    0    16000    
1256    0    0    
1257    0    0    
1258    0    0    
1259    0    0    
1260    0    0    
1261    0    0    
1262    0    0    
1263    15000    0    
1264    16000    0    
1265    16000    0    
1266    15000    0    
1267    0    0    
1268    0    0    
1269    0    0    
1270    0    0    
1271    0    0    
1272    0    0    
1273    0    0    
1274    16000    0    
1275    15000    0    
1276    16000    0    
1277    15000    0    
1278    0    0    
1279    0    0    
1280    0    0    
1281    0    0    
1282    0    0    
1283    0    0    
1284    0    0    
1285    0    0    
1286    0    0    
1287    0    0    
1288    0    0    
1289    0    0    
1290    0    0    
1291    0    0    
1292    0    0    
1293    16000    0    
1294    15000    0    
1295    16000    0    
1296    16000    0    
1297    0    0    
1298    0    0    
1299    0    0    
1300    0    0    
1301    0    0    
1302    0    0    
1303    0    0    
1304    0    0    
1305    0    0    
1306    0    0    
1307    0    0    
1308    0    0    
1309    0    0    
1310    0    0    
1311    0    0    
1312    0    0    
1313    0    0    
1314    0    0    
1315    0    0    
1316    0    0    
1317    0    0    
1318    0    0    
1319    0    0    
1320    0    0    
1321    0    0    
1322    15000    0    
1323    0    0    
1324    0    0    
1325    0    0    
1326    0    0    
1327    0    0    
1328    0    0    
1329    0    0    
1330    0    0    
1331    0    0    
1332    0    0    
1333    0    0    
1334    0    0    
1335    0    0    
1336    0    0    
1337    0    0    
1338    0    0    
1339    0    0    
1340    0    0    
1341    0    0    
1342    0    0    
1343    0    0    
1344    0    0    
1345    0    0    
1346    0    0    
1347    0    0    
1348    0    0    
1349    0    0    
1350    0    0    
1351    0    0    
1352    0    0    
1353    0    0    
1354    0    0    
1355    0    0    
1356    0    15000    
1357    16000    0    
1358    15000    0    
1359    16000    0    
1360    16000    0    
1361    15000    0    
1362    16000    0    
1363    16000    0    
1364    0    0    
1365    0    0    
1366    0    0    
1367    0    0    
1368    0    0    
1369    0    0    
1370    0    0    
1371    0    0    
1372    0    0    
1373    15000    0    
1374    16000    0    
1375    16000    0    
1376    15000    0    
1377    0    0    
1378    0    0    
1379    0    0    
1380    0    0    
1381    0    0    
1382    0    0    
1383    0    0    
1384    0    16000    
1385    16000    0    
1386    15000    0    
1387    16000    0    
1388    0    0    
1389    0    0    
1390    0    0    
1391    0    0    
1392    0    0    
1393    0    0    
1394    16000    0    
1395    15000    0    
1396    16000    0    
1397    16000    0    
1398    14999    0    
1399    0    0    
1400    0    0    
1401    0    0    
1402    0    0    
1403    0    0    
1404    0    16000    
1405    15000    0    
1406    16000    0    
1407    0    0    
1408    0    0    
1409    0    0    
1410    0    0    
1411    0    16000    
1412    15000    0    
1413    16000    0    
1414    16000    0    
1415    0    0    
1416    0    0    
1417    0    0    
1418    0    16000    
1419    15000    0    
1420    0    0    
1421    0    0    
1422    0    0    
1423    0    15000    
1424    16000    0    
1425    0    0    
1426    0    0    
1427    0    0    
1428    0    0    
1429    16000    0    
1430    15000    0    
1431    0    0    
1432    0    0    
1433    0    0    
1434    0    16000    
1435    15000    0    
1436    16000    0    
1437    15000    0    
1438    0    0    
1439    0    0    
1440    0    0    
1441    0    16000    
1442    15000    0    
1443    16000    0    
1444    0    0    
1445    0    0    
1446    0    0    
1447    0    0    
1448    16000    0    
1449    15000    0    
1450    0    0    
1451    0    0    
1452    0    0    
1453    14999    0    
1454    16000    0    
1455    0    0    
1456    0    0    
1457    0    0    
1458    0    0    
1459    16000    0    
1460    15000    0    
1461    0    0    
1462    0    0    
1463    0    0    
1464    15000    0    
1465    16000    0    
1466    0    0    
1467    0    0    
1468    16000    0    
1469    15000    0    
1470    0    0    
1471    0    0    
1472    0    0    
1473    15000    0    
1474    0    0    
1475    0    0    
1476    0    0    
1477    15000    0    
1478    0    0    
1479    0    0    
1480    0    16000    
1481    16000    0    
1482    0    0    
1483    0    0    
1484    0    16000    
1485    16000    0    
1486    0    0    
1487    0    0    
1488    15000    0    
1489    16000    0    
1490    0    0    
1491    0    0    
1492    0    0    
1493    16000    0    
1494    0    0    
1495    0    0    
1496    0    0    
1497    16000    0    
1498    0    0    
1499    0    0    
1500    0    16000    
1501    15000    0    
1502    0    0    
1503    0    0    
1504    0    16000    
1505    14999    0    
1506    0    0    
1507    0    0    
1508    0    16000    
1509    15000    0    
1510    0    0    
1511    0    0    
1512    16000    0    
1513    16000    0    
1514    0    0    
1515    15000    0    
1516    16000    0    
1517    0    0    
1518    0    0    
1519    16000    0    
1520    0    0    
1521    0    0    
1522    16000    0    
1523    16000    0    
1524    0    0    
1525    16000    0    
1526    15000    0    
1527    0    0    
1528    16000    0    
1529    16000    0    
1530    0    0    
1531    16000    0    
1532    15000    0    
1533    0    0    
1534    0    16000    
1535    16000    0    
1536    0    0    
1537    0    16000    
1538    15000    0    
1539    0    0    
1540    0    0    
1541    16000    0    
1542    0    0    
1543    16000    0    
1544    15000    0    
1545    0    0    
1546    16000    0    
1547    0    0    
1548    0    0    
1549    16000    0    
1550    0    0    
1551    0    0    
1552    16000    0    
1553    0    0    
1554    0    0    
1555    16000    0    
1556    0    0    
1557    0    0    
1558    16000    0    
1559    0    0    
1560    16000    0    
1561    16000    0    
1562    0    0    
1563    15000    0    
1564    0    0    
1565    0    0    
1566    16000    0    
1567    0    0    
1568    16000    0    
1569    0    0    
1570    0    0    
1571    15000    0    
1572    0    0    
1573    0    15000    
1574    16000    0    
1575    0    0    
1576    16000    0    
1577    0    0    
1578    0    0    
1579    15000    0    
1580    0    0    
1581    0    16000    
1582    16000    0    
1583    0    0    
1584    0    16000    
1585    0    0    
1586    0    0    
1587    16000    0    
1588    0    0    
1589    0    0    
1590    16000    0    
1591    0    0    
1592    15000    0    
1593    0    0    
1594    15000    0    
1595    0    0    
1596    0    0    
1597    16000    0    
1598    0    0    
1599    16000    0    
1600    0    0    
1601    16000    0    
1602    0    0    
1603    0    15000    
1604    16000    0    
1605    0    15000    
1606    16000    0    
1607    0    0    
1608    16000    0    
1609    0    0    
1610    16000    0    
1611    0    0    
1612    16000    0    
1613    0    0    
1614    15000    0    
1615    0    0    
1616    15000    0    
1617    0    0    
1618    15000    0    
1619    0    0    
1620    16000    0    
1621    0    0    
1622    16000    0    
1623    0    0    
1624    16000    0    
1625    0    0    
1626    16000    0    
1627    0    0    
1628    16000    0    
1629    0    0    
1630    15000    0    
1631    0    0    
1632    0    0    
1633    0    0    
1634    15000    0    
1635    0    0    
1636    16000    0    
1637    0    0    
1638    16000    0    
1639    0    0    
1640    16000    0    
1641    0    0    
1642    16000    0    
1643    0    0    
1644    16000    0    
1645    0    0    
1646    15000    0    
1647    0    0    
1648    15000    0    
1649    0    0    
1650    15000    0    
1651    0    0    
1652    16000    0    
1653    0    0    
1654    16000    0    
1655    0    0    
1656    16000    0    
1657    0    0    
1658    16000    0    
1659    0    0    
1660    16000    0    
1661    0    0    
1662    15000    0    
1663    0    0    
1664    14999    0    
1665    0    16000    
1666    0    0    
1667    15000    0    
1668    0    0    
1669    15000    0    
1670    0    0    
1671    15000    0    
1672    0    0    
1673    16000    0    
1674    0    0    
1675    16000    0    
1676    0    0    
1677    16000    0    
1678    0    16000    
1679    0    0    
1680    16000    0    
1681    0    0    
1682    16000    0    
1683    0    0    
1684    16000    0    
1685    0    16000    
1686    0    0    
1687    16000    0    
1688    0    0    
1689    16000    0    
1690    0    0    
1691    16000    0    
1692    0    16000    
1693    0    0    
1694    16000    0    
1695    0    0    
1696    16000    0    
1697    0    0    
1698    15000    0    
1699    16000    0    
1700    0    0    
1701    16000    0    
1702    0    0    
1703    0    0    
1704    16000    0    
1705    0    0    
1706    16000    0    
1707    0    16000    
1708    0    0    
1709    16000    0    
1710    0    0    
1711    16000    0    
1712    16000    0    
1713    0    0    
1714    16000    0    
1715    0    16000    
1716    0    0    
1717    16000    0    
1718    0    0    
1719    0    0    
1720    16000    0    
1721    0    0    
1722    0    0    
1723    16000    0    
1724    0    0    
1725    16000    0    
1726    0    15000    
1727    0    0    
1728    16000    0    
1729    0    0    
1730    0    0    
1731    15000    0    
1732    0    0    
1733    16000    0    
1734    15000    0    
1735    0    0    
1736    15000    0    
1737    15000    0    
1738    0    0    
1739    15000    0    
1740    16000    0    
1741    0    0    
1742    15000    0    
1743    16000    0    
1744    0    0    
1745    16000    0    
1746    16000    0    
1747    0    0    
1748    16000    0    
1749    16000    0    
1750    0    0    
1751    0    0    
1752    16000    0    
1753    15000    0    
1754    0    0    
1755    0    0    
1756    15000    0    
1757    0    16000    
1758    0    0    
1759    16000    0    
1760    16000    0    
1761    0    0    
1762    0    0    
1763    16000    0    
1764    0    15000    
1765    0    0    
1766    16000    0    
1767    15000    0    
1768    0    0    
1769    15000    0    
1770    15000    0    
1771    0    0    
1772    0    0    
1773    16000    0    
1774    16000    0    
1775    0    16000    
1776    0    0    
1777    16000    0    
1778    15000    0    
1779    15000    0    
1780    0    0    
1781    14999    0    
1782    16000    0    
1783    0    16000    
1784    0    0    
1785    16000    0    
1786    16000    0    
1787    0    0    
1788    0    0    
1789    16000    0    
1790    15000    0    
1791    0    16000    
1792    0    0    
1793    15000    0    
1794    16000    0    
1795    16000    0    
1796    0    0    
1797    0    0    
1798    16000    0    
1799    14999    0    
1800    16000    0    
1801    0    16000    
1802    0    0    
1803    16000    0    
1804    16000    0    
1805    15000    0    
1806    0    15000    
1807    0    0    
1808    0    0    
1809    16000    0    
1810    16000    0    
1811    16000    0    
1812    0    0    
1813    0    0    
1814    0    0    
1815    15000    0    
1816    16000    0    
1817    0    16000    
1818    0    0    
1819    0    0    
1820    16000    0    
1821    15000    0    
1822    16000    0    
